Date,Open,High,Low,Close,Adj Close,Volume
2021-10-06,71.000000,71.099998,69.180000,70.440002,70.440002,110113
2021-10-07,70.879997,72.199997,70.400002,72.180000,72.180000,97931
2021-10-08,71.800003,72.000000,70.760002,70.860001,70.860001,42972
2021-10-11,71.099998,71.099998,69.519997,70.000000,70.000000,62962
2021-10-12,69.500000,71.739998,69.260002,70.760002,70.760002,68669
2021-10-13,70.660004,71.220001,70.000000,70.279999,70.279999,58879
2021-10-14,70.199997,71.000000,69.820000,71.000000,71.000000,55914
2021-10-15,71.440002,71.599998,70.440002,71.379997,71.379997,56921
2021-10-18,71.220001,71.300003,70.379997,70.540001,70.540001,36029
2021-10-19,70.480003,71.800003,70.379997,71.500000,71.500000,46196
2021-10-20,70.599998,71.739998,70.599998,71.260002,71.260002,49220
2021-10-21,71.000000,71.739998,70.239998,71.739998,71.739998,71660
2021-10-22,71.900002,72.139999,71.019997,71.019997,71.019997,35785
2021-10-25,71.000000,71.000000,69.620003,70.300003,70.300003,65260
2021-10-26,70.519997,70.800003,69.639999,70.419998,70.419998,35456
2021-10-27,70.000000,70.239998,69.059998,69.180000,69.180000,71609
2021-10-28,69.099998,70.320000,68.300003,69.860001,69.860001,64809
2021-10-29,71.440002,71.440002,67.000000,67.139999,67.139999,161490
2021-11-01,67.199997,67.419998,60.419998,60.419998,60.419998,387040
2021-11-02,60.580002,63.180000,60.540001,61.680000,61.680000,211819
2021-11-03,61.759998,63.320000,61.040001,62.500000,62.500000,104120
2021-11-04,62.520000,63.299999,61.380001,61.540001,61.540001,100858
2021-11-05,61.000000,62.740002,60.500000,60.700001,60.700001,98392
2021-11-08,60.639999,62.200001,60.639999,61.500000,61.500000,130320
2021-11-09,61.500000,62.240002,61.040001,61.639999,61.639999,57016
2021-11-10,62.299999,62.299999,60.759998,61.939999,61.939999,67007
2021-11-11,62.360001,63.279999,61.779999,62.759998,62.759998,109078
2021-11-12,62.900002,63.000000,61.000000,61.000000,61.000000,74262
2021-11-15,61.099998,62.980000,61.099998,62.959999,62.959999,73732
2021-11-16,62.799999,62.840000,61.240002,61.360001,61.360001,47883
2021-11-17,61.340000,61.619999,60.799999,61.180000,61.180000,50421
2021-11-18,61.160000,61.919998,58.740002,59.080002,59.080002,106563
2021-11-19,59.259998,60.500000,59.080002,60.119999,60.119999,68795
2021-11-22,59.820000,60.099998,57.000000,57.560001,57.560001,100754
2021-11-23,57.720001,58.259998,55.939999,56.459999,56.459999,115993
2021-11-24,55.799999,57.299999,55.500000,56.980000,56.980000,81926
2021-11-25,57.200001,58.540001,56.660000,57.599998,57.599998,55513
2021-11-26,56.740002,59.759998,56.500000,58.279999,58.279999,159289
2021-11-29,58.419998,58.740002,56.419998,57.919998,57.919998,72584
2021-11-30,57.119999,58.439999,56.619999,57.299999,57.299999,55483
2021-12-01,57.000000,57.540001,56.220001,57.119999,57.119999,56373
2021-12-02,56.259998,56.860001,54.500000,54.860001,54.860001,83326
2021-12-03,54.860001,55.619999,52.560001,52.759998,52.759998,93088
2021-12-06,53.320000,53.799999,52.200001,52.720001,52.720001,71481
2021-12-07,53.000000,55.320000,53.000000,54.959999,54.959999,57178
2021-12-08,55.299999,56.099998,54.220001,54.720001,54.720001,58919
2021-12-09,55.299999,55.299999,54.020000,54.020000,54.020000,38027
2021-12-10,54.020000,54.020000,52.480000,52.779999,52.779999,56748
2021-12-13,52.799999,53.540001,52.200001,52.759998,52.759998,67460
2021-12-14,53.200001,54.000000,52.400002,53.020000,53.020000,71460
2021-12-15,53.000000,53.779999,52.139999,53.480000,53.480000,38967
2021-12-16,53.959999,54.980000,53.040001,53.299999,53.299999,60094
2021-12-17,53.259998,54.880001,52.400002,54.560001,54.560001,68784
2021-12-20,53.639999,54.459999,52.840000,54.360001,54.360001,58002
2021-12-21,54.700001,55.419998,54.139999,54.759998,54.759998,67346
2021-12-22,55.000000,57.660000,55.000000,56.080002,56.080002,84517
2021-12-23,56.380001,56.599998,55.099998,55.320000,55.320000,60891
2021-12-27,55.099998,57.799999,54.900002,56.720001,56.720001,77526
2021-12-28,56.619999,57.000000,55.520000,55.520000,55.520000,62723
2021-12-29,55.459999,56.240002,54.599998,55.439999,55.439999,95900
2021-12-30,55.200001,57.060001,54.980000,57.020000,57.020000,128354
2022-01-03,57.500000,57.500000,55.200001,55.779999,55.779999,83310
2022-01-04,56.279999,56.299999,54.000000,54.160000,54.160000,134359
2022-01-05,54.400002,54.520000,53.480000,54.080002,54.080002,45976
2022-01-06,53.599998,54.139999,52.840000,54.060001,54.060001,71322
2022-01-07,54.000000,54.380001,52.980000,53.660000,53.660000,51868
2022-01-10,54.439999,54.439999,53.560001,54.279999,54.279999,42986
2022-01-11,55.200001,66.000000,55.200001,64.000000,64.000000,547421
2022-01-12,64.300003,64.320000,55.500000,55.759998,55.759998,478106
2022-01-13,55.900002,58.160000,54.720001,54.860001,54.860001,173067
2022-01-14,54.540001,56.680000,54.439999,55.799999,55.799999,157424
2022-01-17,55.799999,56.840000,55.540001,56.000000,56.000000,48278
2022-01-18,56.660000,56.660000,54.740002,55.820000,55.820000,56254
2022-01-19,55.020000,57.139999,55.000000,56.560001,56.560001,66204
2022-01-20,56.880001,58.799999,56.500000,57.840000,57.840000,95499
2022-01-21,56.500000,57.160000,55.380001,55.880001,55.880001,104051
2022-01-24,55.520000,55.799999,52.200001,52.459999,52.459999,143375
2022-01-25,53.000000,54.619999,52.720001,54.060001,54.060001,101278
2022-01-26,54.520000,55.520000,54.419998,55.139999,55.139999,72347
2022-01-27,54.820000,56.400002,54.099998,55.380001,55.380001,78595
2022-01-28,55.599998,55.820000,53.500000,54.439999,54.439999,57079
2022-01-31,55.000000,55.740002,53.720001,55.740002,55.740002,58351
2022-02-01,56.020000,56.320000,55.000000,55.959999,55.959999,46311
2022-02-02,55.439999,57.680000,55.400002,55.459999,55.459999,67542
2022-02-03,55.099998,55.980000,54.240002,54.299999,54.299999,55978
2022-02-04,54.720001,55.320000,54.060001,54.700001,54.700001,51384
2022-02-07,55.380001,55.599998,53.459999,54.880001,54.880001,65040
2022-02-08,54.980000,55.599998,53.540001,53.959999,53.959999,59402
2022-02-09,54.779999,55.439999,54.099998,55.439999,55.439999,59569
2022-02-10,55.700001,55.959999,54.200001,55.459999,55.459999,66009
2022-02-11,54.599998,54.840000,53.619999,54.200001,54.200001,49132
2022-02-14,53.500000,53.560001,52.259998,53.259998,53.259998,76649
2022-02-15,52.799999,54.360001,52.799999,54.320000,54.320000,56261
2022-02-16,54.820000,54.900002,53.720001,54.560001,54.560001,49853
2022-02-17,54.580002,55.500000,52.400002,52.580002,52.580002,130712
2022-02-18,53.320000,54.619999,52.919998,53.980000,53.980000,115066
2022-02-21,54.500000,54.799999,53.279999,53.720001,53.720001,72673
2022-02-22,52.599998,52.619999,50.380001,51.580002,51.580002,156163
2022-02-23,51.820000,52.500000,51.020000,51.020000,51.020000,76501
2022-02-24,48.200001,50.299999,46.500000,50.080002,50.080002,227037
2022-02-25,50.139999,51.439999,49.340000,51.360001,51.360001,69371
2022-02-28,50.599998,55.080002,50.599998,54.520000,54.520000,141172
2022-03-01,57.400002,60.200001,56.099998,59.340000,59.340000,314938
2022-03-02,59.340000,61.459999,57.299999,60.740002,60.740002,185132
2022-03-03,61.220001,62.759998,58.799999,59.360001,59.360001,146444
2022-03-04,57.799999,58.220001,54.900002,54.900002,54.900002,162776
2022-03-07,52.700001,56.660000,52.619999,56.540001,56.540001,125986
2022-03-08,56.439999,57.980000,54.799999,56.080002,56.080002,105084
2022-03-09,57.700001,59.799999,56.779999,59.360001,59.360001,102998
2022-03-10,59.820000,61.459999,58.720001,59.099998,59.099998,116608
2022-03-11,59.840000,60.759998,58.480000,59.020000,59.020000,86015
2022-03-14,59.740002,60.900002,58.959999,60.500000,60.500000,79246
2022-03-15,60.020000,60.299999,58.400002,59.439999,59.439999,89589
2022-03-16,60.540001,61.200001,59.480000,61.080002,61.080002,98765
2022-03-17,61.000000,63.320000,60.939999,62.560001,62.560001,102878
2022-03-18,62.860001,65.099998,62.560001,64.860001,64.860001,145158
2022-03-21,64.879997,65.300003,63.660000,63.900002,63.900002,60323
2022-03-22,64.000000,65.699997,62.919998,65.699997,65.699997,85920
2022-03-23,65.900002,67.360001,65.400002,66.959999,66.959999,117113
2022-03-24,67.139999,68.800003,66.540001,68.400002,68.400002,88642
2022-03-25,68.580002,69.500000,67.300003,67.400002,67.400002,71562
2022-03-28,67.199997,68.440002,67.099998,67.540001,67.540001,54925
2022-03-29,68.699997,68.699997,66.199997,67.660004,67.660004,71962
2022-03-30,67.000000,70.199997,66.940002,70.000000,70.000000,118020
2022-03-31,70.199997,70.459999,68.000000,68.419998,68.419998,82032
2022-04-01,69.220001,72.099998,68.800003,71.839996,71.839996,139693
2022-04-04,72.000000,74.120003,71.000000,73.919998,73.919998,115877
2022-04-05,74.000000,75.959999,73.400002,75.440002,75.440002,107601
2022-04-06,75.660004,76.900002,74.800003,75.379997,75.379997,85276
2022-04-07,75.660004,77.480003,75.040001,75.559998,75.559998,89886
2022-04-08,75.500000,76.419998,73.699997,74.839996,74.839996,76358
2022-04-11,74.779999,75.019997,72.980003,74.419998,74.419998,57638
2022-04-12,73.339996,75.500000,73.180000,75.220001,75.220001,65969
2022-04-13,75.500000,76.800003,75.000000,76.660004,76.660004,54646
2022-04-14,77.300003,77.339996,76.300003,76.419998,76.419998,51387
2022-04-19,75.699997,77.900002,75.300003,77.800003,77.800003,47017
2022-04-20,77.500000,77.580002,76.199997,76.940002,76.940002,49307
2022-04-21,77.120003,77.360001,76.199997,76.379997,76.379997,100189
2022-04-22,76.339996,77.120003,76.080002,76.300003,76.300003,46170
