Date,Open,High,Low,Close,Adj Close,Volume
2021-09-03,78.559998,81.080002,78.300003,80.160004,80.160004,165852
2021-09-06,81.000000,82.279999,79.120003,79.900002,79.900002,101276
2021-09-07,80.660004,81.800003,79.900002,81.300003,81.300003,80809
2021-09-08,81.699997,81.839996,80.199997,81.300003,81.300003,65202
2021-09-09,81.000000,81.080002,79.720001,80.800003,80.800003,47633
2021-09-10,80.059998,81.040001,79.760002,80.000000,80.000000,57770
2021-09-13,80.500000,80.500000,78.040001,78.459999,78.459999,66610
2021-09-14,80.400002,83.059998,79.500000,83.019997,83.019997,108881
2021-09-15,83.199997,83.379997,79.739998,79.739998,79.739998,85950
2021-09-16,79.699997,79.940002,77.040001,78.260002,78.260002,98036
2021-09-17,78.900002,79.500000,77.820000,77.940002,77.940002,84288
2021-09-20,78.900002,78.959999,76.800003,78.500000,78.500000,64418
2021-09-21,78.900002,78.900002,77.099998,78.300003,78.300003,61169
2021-09-22,79.500000,81.300003,78.320000,79.019997,79.019997,65669
2021-09-23,79.680000,80.400002,79.019997,79.480003,79.480003,41634
2021-09-24,80.000000,81.500000,78.779999,78.940002,78.940002,61054
2021-09-27,79.339996,79.639999,77.279999,77.639999,77.639999,94299
2021-09-28,78.099998,78.599998,74.599998,74.839996,74.839996,99215
2021-09-29,74.580002,75.120003,73.260002,74.400002,74.400002,94065
2021-09-30,75.800003,76.900002,74.080002,74.480003,74.480003,87837
2021-10-01,74.139999,74.360001,71.599998,71.959999,71.959999,111328
2021-10-04,71.419998,73.000000,70.599998,71.220001,71.220001,82586
2021-10-05,71.019997,71.660004,70.779999,71.000000,71.000000,54044
